additional_loans,installment_rate,account_status,applicant_age,housing_status,dependents,residence_years,is_foreign,property_value,repayment_history,guarantor,loan_amount,marital_gender,savings_category,num_existing_loans,employment_term,has_phone,loan_purpose,occupation,loan_duration,target
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',776.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',4.0,b'<0',23.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2406.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'furniture/equipment',b'skilled',30.0,b'bad'
b'none',4.0,b'0<=X<200',61.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',1239.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'none',b'education',b'skilled',18.0,b'good'
b'none',2.0,b'>=200',37.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',3399.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'radio/tv',b'high qualif/self emp/mgmt',12.0,b'good'
b'stores',2.0,b'>=200',36.0,b'own',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',2247.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'yes',b'new car',b'skilled',12.0,b'good'
b'none',1.0,b'no checking',21.0,b'rent',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1766.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',6.0,b'good'
b'none',4.0,b'<0',25.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',2473.0,b'male single',b'<100',1.0,b'unemployed',b'none',b'furniture/equipment',b'unemp/unskilled non res',18.0,b'bad'
b'none',2.0,b'no checking',36.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1542.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'business',b'skilled',12.0,b'good'
b'none',3.0,b'no checking',27.0,b'own',1.0,1.0,b'yes',b'car',b'critical/other existing credit',b'none',3850.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'used car',b'skilled',18.0,b'good'
b'none',1.0,b'<0',22.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',3650.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',18.0,b'good'
b'none',4.0,b'<0',42.0,b'own',2.0,2.0,b'yes',b'car',b'existing paid',b'none',3446.0,b'male single',b'<100',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',36.0,b'bad'
b'none',2.0,b'0<=X<200',40.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',3001.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'furniture/equipment',b'skilled',18.0,b'good'
b'none',4.0,b'no checking',36.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',3079.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'none',b'new car',b'skilled',36.0,b'good'
b'none',3.0,b'no checking',33.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',6070.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'radio/tv',b'skilled',18.0,b'good'
b'none',1.0,b'no checking',23.0,b'rent',1.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',2146.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'none',b'furniture/equipment',b'skilled',10.0,b'good'
b'bank',2.0,b'no checking',63.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',13756.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',60.0,b'good'
b'bank',3.0,b'0<=X<200',60.0,b'for free',1.0,4.0,b'yes',b'no known property',b'all paid',b'none',14782.0,b'female div/dep/mar',b'100<=X<500',2.0,b'>=7',b'yes',b'other',b'high qualif/self emp/mgmt',60.0,b'bad'
b'none',2.0,b'<0',37.0,b'rent',1.0,4.0,b'yes',b'car',b'all paid',b'guarantor',7685.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'business',b'skilled',48.0,b'bad'
b'none',2.0,b'no checking',34.0,b'own',1.0,3.0,b'yes',b'real estate',b'delayed previously',b'none',2320.0,b'male mar/wid',b'<100',2.0,b'unemployed',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'none',3.0,b'no checking',36.0,b'for free',1.0,4.0,b'yes',b'no known property',b'delayed previously',b'none',846.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'radio/tv',b'skilled',7.0,b'good'
b'none',4.0,b'0<=X<200',57.0,b'for free',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',14318.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',36.0,b'bad'
b'none',4.0,b'no checking',52.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',362.0,b'female div/dep/mar',b'100<=X<500',2.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',6.0,b'good'
b'none',4.0,b'<0',39.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',2212.0,b'male single',b'no known savings',1.0,b'4<=X<7',b'yes',b'furniture/equipment',b'skilled',20.0,b'good'
b'none',3.0,b'0<=X<200',38.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',12976.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'yes',b'used car',b'high qualif/self emp/mgmt',18.0,b'bad'
b'none',4.0,b'no checking',25.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1283.0,b'female div/dep/mar',b'no known savings',1.0,b'4<=X<7',b'none',b'new car',b'skilled',22.0,b'good'
b'none',4.0,b'>=200',26.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',1330.0,b'male single',b'<100',1.0,b'<1',b'none',b'new car',b'skilled',12.0,b'good'
b'none',2.0,b'no checking',26.0,b'own',1.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',4272.0,b'male single',b'100<=X<500',2.0,b'1<=X<4',b'none',b'business',b'unskilled resident',30.0,b'good'
b'none',2.0,b'no checking',25.0,b'own',1.0,1.0,b'yes',b'car',b'critical/other existing credit',b'none',2238.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'none',4.0,b'no checking',21.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1126.0,b'female div/dep/mar',b'no known savings',1.0,b'<1',b'yes',b'radio/tv',b'skilled',18.0,b'good'
b'stores',4.0,b'0<=X<200',40.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',7374.0,b'male single',b'<100',2.0,b'unemployed',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',18.0,b'good'
b'bank',2.0,b'0<=X<200',27.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',2326.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'business',b'skilled',15.0,b'good'
b'none',3.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',1449.0,b'female div/dep/mar',b'<100',2.0,b'4<=X<7',b'none',b'business',b'skilled',9.0,b'good'
b'none',2.0,b'no checking',30.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1820.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'yes',b'new car',b'high qualif/self emp/mgmt',18.0,b'good'
b'none',1.0,b'0<=X<200',19.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',983.0,b'female div/dep/mar',b'>=1000',1.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'good'
b'bank',2.0,b'<0',39.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',3249.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'new car',b'high qualif/self emp/mgmt',36.0,b'good'
b'none',1.0,b'<0',31.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',1957.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',6.0,b'good'
b'none',2.0,b'no checking',31.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',2406.0,b'male single',b'<100',1.0,b'unemployed',b'none',b'furniture/equipment',b'high qualif/self emp/mgmt',9.0,b'good'
b'none',2.0,b'0<=X<200',32.0,b'rent',1.0,3.0,b'yes',b'no known property',b'delayed previously',b'none',11760.0,b'male single',b'100<=X<500',1.0,b'4<=X<7',b'yes',b'education',b'skilled',39.0,b'good'
b'none',3.0,b'<0',55.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2578.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'none',b'furniture/equipment',b'high qualif/self emp/mgmt',12.0,b'good'
b'none',3.0,b'<0',46.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2348.0,b'male mar/wid',b'<100',2.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',36.0,b'good'
b'none',1.0,b'0<=X<200',46.0,b'rent',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',1223.0,b'male div/sep',b'<100',2.0,b'>=7',b'none',b'new car',b'skilled',12.0,b'bad'
b'none',4.0,b'no checking',43.0,b'own',1.0,1.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1516.0,b'female div/dep/mar',b'>=1000',2.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',24.0,b'good'
b'none',3.0,b'no checking',39.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1473.0,b'male mar/wid',b'<100',1.0,b'<1',b'yes',b'radio/tv',b'skilled',18.0,b'good'
b'bank',4.0,b'0<=X<200',28.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1887.0,b'male mar/wid',b'no known savings',2.0,b'1<=X<4',b'none',b'business',b'skilled',18.0,b'good'
b'bank',2.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',8648.0,b'male single',b'<100',2.0,b'<1',b'yes',b'business',b'skilled',24.0,b'bad'
b'none',4.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',802.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',14.0,b'good'
b'none',4.0,b'0<=X<200',43.0,b'own',2.0,4.0,b'yes',b'car',b'delayed previously',b'none',2899.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'new car',b'skilled',18.0,b'good'
b'none',1.0,b'0<=X<200',22.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',2039.0,b'male mar/wid',b'<100',1.0,b'<1',b'yes',b'radio/tv',b'skilled',24.0,b'bad'
b'none',4.0,b'no checking',43.0,b'own',2.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',2197.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'yes',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'<0',27.0,b'own',1.0,2.0,b'no',b'real estate',b'existing paid',b'none',1053.0,b'male mar/wid',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',15.0,b'good'
b'none',3.0,b'no checking',26.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',3235.0,b'male div/sep',b'500<=X<1000',1.0,b'>=7',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',4.0,b'>=200',28.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',939.0,b'male mar/wid',b'500<=X<1000',3.0,b'4<=X<7',b'yes',b'new car',b'skilled',12.0,b'bad'
b'none',4.0,b'0<=X<200',20.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1967.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',3.0,b'no checking',35.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',7253.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'used car',b'high qualif/self emp/mgmt',33.0,b'good'
b'stores',4.0,b'no checking',42.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',2292.0,b'male single',b'<100',2.0,b'unemployed',b'yes',b'business',b'high qualif/self emp/mgmt',12.0,b'bad'
b'none',3.0,b'no checking',40.0,b'rent',2.0,2.0,b'no',b'no known property',b'existing paid',b'none',1597.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',10.0,b'good'
b'none',4.0,b'<0',35.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1381.0,b'female div/dep/mar',b'no known savings',1.0,b'1<=X<4',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',2.0,b'no checking',35.0,b'own',2.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',5842.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'used car',b'skilled',36.0,b'good'
b'none',4.0,b'<0',33.0,b'own',2.0,1.0,b'yes',b'real estate',b'existing paid',b'none',2579.0,b'male single',b'<100',1.0,b'<1',b'none',b'new car',b'unskilled resident',12.0,b'bad'
b'none',1.0,b'<0',23.0,b'rent',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',8471.0,b'female div/dep/mar',b'no known savings',2.0,b'1<=X<4',b'yes',b'education',b'skilled',18.0,b'good'
b'bank',1.0,b'no checking',31.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',2782.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'4<=X<7',b'none',b'new car',b'high qualif/self emp/mgmt',21.0,b'good'
b'none',4.0,b'0<=X<200',33.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1042.0,b'female div/dep/mar',b'no known savings',1.0,b'1<=X<4',b'none',b'new car',b'skilled',18.0,b'bad'
b'none',2.0,b'no checking',20.0,b'rent',1.0,3.0,b'yes',b'car',b'existing paid',b'none',3186.0,b'female div/dep/mar',b'>=1000',1.0,b'4<=X<7',b'none',b'new car',b'skilled',15.0,b'good'
b'none',4.0,b'0<=X<200',30.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',2028.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'none',b'used car',b'skilled',12.0,b'good'
b'none',2.0,b'0<=X<200',47.0,b'own',2.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',958.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'new car',b'unskilled resident',12.0,b'good'
b'none',4.0,b'no checking',34.0,b'own',1.0,3.0,b'yes',b'real estate',b'delayed previously',b'none',1591.0,b'male single',b'100<=X<500',2.0,b'4<=X<7',b'none',b'furniture/equipment',b'high qualif/self emp/mgmt',21.0,b'good'
b'bank',1.0,b'0<=X<200',25.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',2762.0,b'female div/dep/mar',b'no known savings',1.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',12.0,b'bad'
b'none',1.0,b'0<=X<200',21.0,b'rent',1.0,3.0,b'yes',b'car',b'existing paid',b'none',2779.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'yes',b'used car',b'skilled',18.0,b'good'
b'none',4.0,b'no checking',29.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',2743.0,b'male single',b'<100',2.0,b'>=7',b'none',b'radio/tv',b'skilled',28.0,b'good'
b'none',4.0,b'no checking',46.0,b'own',1.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1149.0,b'male single',b'>=1000',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'none',1.0,b'no checking',20.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1313.0,b'male single',b'<100',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',9.0,b'good'
b'none',2.0,b'<0',55.0,b'for free',2.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',1190.0,b'female div/dep/mar',b'<100',3.0,b'unemployed',b'none',b'repairs',b'unemp/unskilled non res',18.0,b'bad'
b'none',1.0,b'no checking',74.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',3448.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'business',b'unskilled resident',5.0,b'good'
b'bank',2.0,b'0<=X<200',29.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'co applicant',11328.0,b'male single',b'<100',2.0,b'1<=X<4',b'yes',b'other',b'high qualif/self emp/mgmt',24.0,b'bad'
b'none',4.0,b'<0',36.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',1872.0,b'male single',b'<100',3.0,b'unemployed',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',6.0,b'good'
b'none',4.0,b'no checking',33.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',2058.0,b'male div/sep',b'<100',2.0,b'1<=X<4',b'yes',b'repairs',b'skilled',24.0,b'good'
b'none',3.0,b'<0',25.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2136.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',9.0,b'good'
b'none',2.0,b'0<=X<200',25.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',1484.0,b'male mar/wid',b'no known savings',1.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',12.0,b'bad'
b'none',2.0,b'no checking',23.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',660.0,b'male mar/wid',b'500<=X<1000',1.0,b'4<=X<7',b'none',b'repairs',b'unskilled resident',6.0,b'good'
b'none',4.0,b'no checking',37.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1287.0,b'female div/dep/mar',b'>=1000',2.0,b'>=7',b'yes',b'new car',b'skilled',24.0,b'good'
b'none',4.0,b'<0',65.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'co applicant',3394.0,b'male single',b'<100',2.0,b'unemployed',b'none',b'repairs',b'unemp/unskilled non res',42.0,b'good'
b'none',4.0,b'>=200',26.0,b'own',1.0,1.0,b'yes',b'real estate',b'all paid',b'none',609.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'business',b'unemp/unskilled non res',12.0,b'bad'
b'none',4.0,b'no checking',39.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1884.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',12.0,b'good'
b'none',2.0,b'<0',30.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'co applicant',1620.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',12.0,b'good'
b'bank',2.0,b'0<=X<200',29.0,b'own',1.0,3.0,b'yes',b'car',b'delayed previously',b'none',2629.0,b'male single',b'<100',2.0,b'1<=X<4',b'yes',b'other',b'skilled',20.0,b'good'
b'bank',4.0,b'no checking',41.0,b'own',2.0,4.0,b'yes',b'car',b'existing paid',b'none',719.0,b'male single',b'<100',1.0,b'>=7',b'none',b'education',b'unskilled resident',12.0,b'bad'
b'none',2.0,b'0<=X<200',30.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',5096.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',48.0,b'bad'
b'none',4.0,b'no checking',41.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1244.0,b'female div/dep/mar',b'no known savings',2.0,b'>=7',b'none',b'education',b'unskilled resident',9.0,b'good'
b'none',4.0,b'<0',34.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1842.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'new car',b'skilled',36.0,b'bad'
b'none',2.0,b'0<=X<200',35.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'guarantor',2576.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',7.0,b'good'
b'none',3.0,b'>=200',55.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1424.0,b'female div/dep/mar',b'no known savings',1.0,b'>=7',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',12.0,b'good'
b'stores',3.0,b'0<=X<200',61.0,b'own',1.0,3.0,b'yes',b'life insurance',b'delayed previously',b'none',1512.0,b'male mar/wid',b'>=1000',2.0,b'1<=X<4',b'none',b'repairs',b'skilled',15.0,b'bad'
b'none',4.0,b'no checking',30.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',11054.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'yes',b'used car',b'high qualif/self emp/mgmt',36.0,b'good'
b'none',3.0,b'no checking',29.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',518.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',6.0,b'good'
b'none',2.0,b'no checking',34.0,b'own',1.0,4.0,b'yes',b'life insurance',b'no credits/all paid',b'none',2759.0,b'male single',b'<100',2.0,b'>=7',b'none',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',4.0,b'no checking',35.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',2670.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',2.0,b'<0',31.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'co applicant',4817.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'new car',b'skilled',24.0,b'bad'
b'none',4.0,b'no checking',29.0,b'own',1.0,1.0,b'yes',b'no known property',b'existing paid',b'none',2679.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'used car',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',2.0,b'<0',36.0,b'rent',2.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',3905.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',11.0,b'good'
b'none',3.0,b'<0',35.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',3386.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'used car',b'skilled',12.0,b'bad'
b'none',4.0,b'<0',27.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',343.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'domestic appliance',b'skilled',6.0,b'good'
b'none',3.0,b'no checking',32.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',4594.0,b'male single',b'<100',1.0,b'<1',b'yes',b'radio/tv',b'skilled',18.0,b'good'
b'none',1.0,b'<0',37.0,b'own',2.0,2.0,b'yes',b'life insurance',b'existing paid',b'guarantor',3620.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',36.0,b'good'
b'none',2.0,b'<0',36.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',1721.0,b'male single',b'<100',1.0,b'<1',b'none',b'new car',b'skilled',15.0,b'good'
b'none',3.0,b'0<=X<200',34.0,b'rent',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',3017.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'high qualif/self emp/mgmt',12.0,b'good'
b'none',4.0,b'0<=X<200',38.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',754.0,b'male single',b'no known savings',2.0,b'>=7',b'none',b'retraining',b'skilled',12.0,b'good'
b'stores',4.0,b'no checking',34.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',1950.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'business',b'skilled',18.0,b'good'
b'bank',3.0,b'<0',63.0,b'own',2.0,4.0,b'yes',b'no known property',b'existing paid',b'guarantor',2924.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'used car',b'skilled',24.0,b'good'
